bank_name,category,question,answer
SBI,Accounts,What is the 'SBI RHAPSODY' account?,It is a premium savings account segment (typically for High Net Worth Individuals) offering specific lifestyle benefits and distinct debit cards.
SBI,Accounts,How do I upgrade my account to a higher variant?,"You can visit your branch to upgrade your account (e.g., from Regular to Gold/Platinum) if you meet the required Average Quarterly Balance (AQB) criteria."
SBI,Accounts,What is the validity of an SBI Insta Savings Account?,"The Insta Savings Account is valid for 1 year. You must complete full biometric KYC at a branch within this period to convert it to a regular account, otherwise it will be frozen."
SBI,Accounts,Can a visually impaired person open an account?,"Yes, visually impaired persons can open accounts. They can sign via thumb impression or signature (if able) and are entitled to all banking facilities including ATM cards."
SBI,Accounts,What is the 'Tatkal' account opening kit?,Some branches provide a 'Tatkal' kit containing a pre-printed un-named Debit Card and Cheque Book which is activated instantly upon account opening.
SBI,Accounts,How do I reactivate an inoperative account?,Visit your home branch with fresh KYC documents (Aadhaar/PAN) and a request letter. You may also need to do a small transaction to activate it.
SBI,Accounts,Can I open an account with zero balance?,"Yes, the BSBDA (Basic Savings Bank Deposit Account) and Salary Accounts can be opened with zero balance. Regular accounts also currently have zero balance requirements."
SBI,Accounts,What is the Shaurya Salary Account?,"The Shaurya Salary Account is a dedicated product for Defence Personnel (Army, Navy, Air Force, Paramilitary) offering specific benefits and zero balance maintenance."
SBI,Accounts,Do I get a passbook with a digital account?,"You do not get a physical passbook by default for digital accounts. However, you can request one by visiting your home branch after full KYC is done."
SBI,Accounts,Can I open a Pension Account with SBI?,"Yes, you can open a savings account designated for pension credit. SBI also allows you to submit Digital Life Certificates (Jeevan Pramaan) for these accounts."
SBI,Accounts,What is the Resident Foreign Currency (RFC) account?,"An RFC account is for returning NRIs who want to maintain their foreign currency assets in India. It can be opened in USD, GBP, EUR, etc."
SBI,Accounts,How long does it take to activate a new savings account?,"If opened via Video KYC, the account is usually activated within a few hours to 1 day. Branch opening may take 24-48 hours depending on verification."
SBI,Accounts,What if my Video KYC call gets disconnected?,You can log back into the YONO app and resume the application. The system will prompt you to restart the Video KYC process.
SBI,Accounts,Can I change my Home Branch later?,"Yes, you can transfer your account to any other SBI branch in India via Net Banking or YONO app without changing your account number."
SBI,Accounts,Is PAN card mandatory for opening a savings account?,"Yes, quoting PAN is mandatory. If you do not have a PAN, you must submit Form 60 along with other valid OVDs."
SBI,Accounts,What is the age limit for a Senior Citizen Savings Account?,Any individual aged 60 years or above can be classified as a senior citizen. This status is automatically updated based on the Date of Birth in the system.
SBI,Accounts,Does SBI offer accounts for Trusts or NGOs?,"Yes, SBI offers Savings or Current accounts for Trusts, Societies, and NGOs. These must be opened at the branch with specific registration deeds and bylaws."
SBI,Accounts,What is a 3-in-1 Account?,"A 3-in-1 account integrates a Savings Account, a Demat Account, and a Trading Account for seamless investment in the stock market."
SBI,Accounts,Can I open an account if I don't have Aadhaar?,"Yes, you can use other Officially Valid Documents (OVD) like Passport, Voter ID, Driving License, or NREGA card if you do not wish to use Aadhaar, provided you visit the branch."
SBI,Accounts,How do I check my CIF number?,Your CIF (Customer Information File) number is printed on the first page of your Passbook and on your Cheque Book. It is also visible in Net Banking/YONO profile section.
SBI,Accounts,What is the limit for cash deposit in a savings account?,"You can deposit cash freely at your home branch. For non-home branches, there are limits (usually ₹2 Lakhs per day) and charges may apply for excessive deposits."
SBI,Accounts,Can a foreign national open an account in SBI?,"Yes, foreign nationals resident in India can open accounts by submitting a valid foreign passport, Indian visa, and proof of address in India (FRRO/FRO registration)."
SBI,Accounts,What is the MyRCTC (Recurring Deposit) account?,"While technically a deposit, it is linked to the savings account. It allows monthly savings with flexible tenure from 12 months to 10 years."
SBI,Accounts,How do I enable 'M-Passbook' on YONO Lite?,"Login to YONO Lite, go to 'Services', and select 'm-Passbook'. You need to synchronize it once to view your transaction history offline."
SBI,Accounts,What is the cooling period for a new beneficiary in a savings account?,"When you add a new beneficiary for transfer, there is a cooling period (usually 4 hours) during which transfer limits are restricted (e.g., up to ₹50,000 initially)."
SBI,Digital Banking,How do I register for SBI Internet Banking?,"You can register online at onlinesbi.sbi using your ATM card details. Click on 'New User Registration', enter your account details, and create your username and password instantly."
SBI,Digital Banking,What is the difference between Login Password and Profile Password?,"Login Password is used to sign in to your account, while Profile Password is an extra layer of security required for authorizing transactions and changing profile details."
SBI,Digital Banking,How can I reset my Profile Password if I forgot it?,"Log in to Net Banking, go to 'Profile' > 'Forgot Profile Password'. You can reset it using your Hint Question answer or by approving via an OTP sent to your registered mobile."
SBI,Digital Banking,What is the daily limit for Quick Transfer without adding a beneficiary?,"You can transfer up to ₹50,000 per day instantly to an SBI or non-SBI account using the 'Quick Transfer' facility without adding a beneficiary."
SBI,Digital Banking,How long does it take to activate a new beneficiary?,"Once approved via OTP, a new beneficiary is activated within 4 hours. During the first 4 days, the transfer limit is restricted to ₹5,00,000."
SBI,Digital Banking,What is the cooling period limit for a newly added beneficiary?,"For the first 4 days after activation, you can transfer a maximum of ₹5,00,000 to a new beneficiary."
SBI,Digital Banking,What is YONO Cash?,"YONO Cash allows you to withdraw cash from SBI ATMs without a physical debit card. You generate a 6-digit reference number in the app, which is valid for 30 minutes."
SBI,Digital Banking,What is the daily withdrawal limit for YONO Cash?,"You can withdraw a maximum of ₹20,000 per transaction and ₹40,000 per day using YONO Cash."
SBI,Digital Banking,How do I enable UPI on YONO SBI?,"Open YONO, go to 'YONO Pay' > 'BHIM UPI', and create your UPI ID (VPA). You will need to verify your mobile number and link your bank account."
SBI,Digital Banking,What is the daily transaction limit for SBI UPI?,"The standard daily limit for SBI UPI transactions is ₹1,00,000. However, this may vary based on the specific app or merchant category."
SBI,Digital Banking,Are there any charges for NEFT transactions done online?,"No, NEFT transactions initiated through YONO or Net Banking are free of service charges for savings account holders."
SBI,Digital Banking,What is the minimum and maximum limit for RTGS?,"The minimum limit for RTGS is ₹2 Lakhs. There is no upper ceiling for RTGS transactions done via branch, but online limits depend on your channel (e.g., ₹20 Lakhs for retail)."
SBI,Digital Banking,What are the timings for NEFT and RTGS?,"NEFT and RTGS are available 24x7, 365 days a year, including holidays, for online transactions."
SBI,Digital Banking,How can I schedule a future dated transaction?,"In Net Banking, while making a fund transfer, select 'Schedule Later' and choose the date. You can set up one-time or recurring (Standing Instruction) transfers."
SBI,Digital Banking,What is IMPS and what is its limit?,IMPS (Immediate Payment Service) allows instant fund transfer 24x7. The maximum limit for IMPS via Net Banking/YONO is ₹5 Lakhs per transaction.
SBI,Digital Banking,How do I pay my utility bills using YONO?,"Go to 'Bill Payments' in YONO, select the biller category (Electricity, Gas, etc.), enter your consumer number, and pay. You can also enable 'Auto-Pay' for recurring bills."
SBI,Digital Banking,Can I stop a cheque payment online?,"Yes, log in to Net Banking or YONO, go to 'Service Requests' > 'Cheque Book Services' > 'Stop Cheque Payment', and enter the cheque number."
SBI,Digital Banking,How do I download my interest certificate?,"Log in to Net Banking, go to 'e-Services' > 'My Certificates' > 'Interest Certificate'. You can download the certificate for savings and deposit interest for any financial year."
SBI,Digital Banking,What should I do if my account is locked due to invalid login attempts?,"Your account automatically unlocks after 24 hours. To unlock it immediately, use the 'Lock/Unlock User' link on the login page or contact customer care."
SBI,Digital Banking,How do I update my email ID online?,"Log in to Net Banking, go to 'Profile' > 'Personal Details / Mobile', click the email icon, enter the new email, and approve the request via OTP."
SBI,Digital Banking,Can I apply for an IPO online?,"Yes, you can apply for IPOs via Net Banking under 'e-Services' > 'Demat & ASBA Services' > 'IPO (Equity)'. You need to register your PAN details first."
SBI,Digital Banking,What is 'SBI Quick' or Missed Call Banking?,SBI Quick is a facility where you can get your balance or mini statement by giving a missed call or sending an SMS. It does not require internet access.
SBI,Digital Banking,How do I register for SBI Quick?,Send an SMS 'REG <Account Number>' to 09223488888 from your registered mobile number.
SBI,Digital Banking,How do I generate a QR code for receiving UPI payments?,"In YONO or BHIM SBI Pay, go to 'UPI' > 'Generate QR'. You can share this QR code to receive payments directly into your account."
SBI,Digital Banking,What is the 'm-Passbook' feature in YONO Lite?,m-Passbook is a digital version of your physical passbook available in YONO Lite. It allows you to view and download transaction history offline after syncing.
SBI,Digital Banking,How can I open a Fixed Deposit (e-TDR) online?,"Log in to Net Banking or YONO, go to 'Deposits' > 'Fixed Deposit', select the tenure and amount, and confirm. The receipt is generated instantly."
SBI,Digital Banking,Can I close my Fixed Deposit online?,"Yes, e-TDR/e-STDR opened online can be closed prematurely via Net Banking or YONO. The proceeds are credited to your savings account immediately."
SBI,Digital Banking,What is the limit for paying credit card bills via Net Banking?,"You can pay up to ₹25 Lakhs per day using the 'Bill Payment' or 'Credit Card (Visa) Transfer' option, subject to your account's transfer limit."
SBI,Digital Banking,How do I register for PPF online?,"Log in to Net Banking, go to 'e-Services' > 'New PPF Account'. Fill in the form and submit. You must visit the branch with the printed form and KYC within 30 days."
SBI,Digital Banking,What is 'Safe Mode' in YONO Lite?,Safe Mode allows you to restrict transaction rights to 'View Only' or set lower limits for security. You can enable/disable it in the app settings.
SBI,Digital Banking,How do I find my MMID for IMPS?,"Log in to YONO Lite, go to 'Services' > 'Manage MMID'. You can view or generate the 7-digit MMID required for mobile-number based IMPS transfers."
SBI,Digital Banking,Can I pay income tax online via SBI?,"Yes, you can pay Direct Taxes (OLTAS) via Net Banking. Go to 'e-Tax' > 'Direct Tax', select the challan (e.g., 280), and make the payment."
SBI,Digital Banking,How do I enable international usage on my debit card?,"Log in to YONO, go to 'Service Request' > 'ATM/Debit Card' > 'Manage Card'. Select your card and toggle 'International Usage' to ON."
SBI,Digital Banking,What is the 'High Security Password'?,It is an OTP (One Time Password) sent to your registered mobile number to authorize high-value transactions or profile changes in Net Banking.
SBI,Digital Banking,How do I add a standing instruction for rent payment?,"In Net Banking, go to 'Payments/Transfers', select the transfer type, and choose 'Standing Instruction'. Set the frequency (monthly) and number of installments."
SBI,Digital Banking,What should I do if a UPI transaction fails but money is debited?,"Wait for T+1 day (next working day) for auto-reversal. If not refunded, raise a dispute in the UPI app or via the NPCI portal."
SBI,Digital Banking,Can I use YONO on multiple devices?,"No, for security reasons, YONO can only be active on one primary device at a time tied to your registered SIM card."
SBI,Digital Banking,How do I change my transaction rights?,"Log in to Net Banking, go to 'Request & Enquiries' > 'Upgrade Access Level'. You can upgrade from 'View Only' to 'Full Transaction Rights' via OTP."
SBI,Digital Banking,What is the limit for adding funds to a mobile wallet via Net Banking?,"This depends on the specific wallet provider, but standard banking transfer limits (NEFT/IMPS) apply to the funding transaction."
SBI,Digital Banking,How do I access my Form 26AS online?,"Log in to Net Banking, go to 'e-Services' > 'My Certificates' > 'View Tax Credit Statement (Form 26AS)'. You will be redirected to the TRACES website."
SBI,Digital Banking,Can I request a demand draft (DD) online?,"Yes, go to 'Payments/Transfers' > 'Issue Demand Draft'. Enter details and choose to collect it from a branch or have it couriered to your address."
SBI,Digital Banking,How do I link my Aadhaar number via YONO?,Go to 'Service Request' > 'Profile' > 'Aadhaar Linking'. Enter your Aadhaar number and submit. It may take a few days to update.
SBI,Digital Banking,What is the 'Spend Analysis' feature in YONO?,"YONO automatically categorizes your transactions (e.g., Food, Travel, Medical) and shows a graphical analysis of your spending patterns."
SBI,Digital Banking,How can I block my Net Banking access immediately?,"If you suspect fraud, use the 'Lock User Access' link on the login page or send an SMS 'LOCK <User ID>' to the designated security number (check website)."
SBI,Digital Banking,Can I use UPI Lite with SBI?,"Yes, SBI supports UPI Lite. You can enable it in your UPI app (like BHIM or PhonePe) to make PIN-less small value transactions (up to ₹500)."
SBI,Digital Banking,How do I view my CIBIL score on YONO?,"Log in to YONO, scroll to the 'Loans' section or 'CIBIL Score' banner. You can view your credit score for free once periodically."
SBI,Digital Banking,What is the transaction limit for 'Pay to Contact' in YONO?,"The limit for 'Pay to Contact' (using mobile number) is typically the same as the UPI limit, i.e., ₹1,00,000 per day."
SBI,Digital Banking,How do I reprint a transaction receipt?,"In Net Banking, go to 'Enquiries' > 'Status Enquiry'. Select the transaction range/type to view and print the receipt."
SBI,Digital Banking,Can I update my PAN card via Net Banking?,"Yes, go to 'Profile' > 'PAN Registration'. Enter your PAN and verify. It typically updates within 7 working days."
SBI,Digital Banking,What is the 'Wearable Banking' feature?,SBI offers basic banking services on smartwatches. You can enable 'Wearable Banking' in YONO Lite settings to view balance and mini statements on your watch.
SBI,Digital Banking,How do I delete a beneficiary?,"Go to 'Profile' > 'Manage Beneficiary'. Select the beneficiary type (Intra-bank/Inter-bank), select the beneficiary name, and click 'Delete'."
SBI,Digital Banking,What is the Sovereign Gold Bond (SGB) online application process?,"During the subscription window, go to 'e-Services' > 'Sovereign Gold Bond'. Register your depository details and apply for the desired units online."
SBI,Digital Banking,Can I make a donation to temples/charities online?,"Yes, use the 'Donations' tab in Net Banking/YONO to contribute to registered religious and charitable institutions directly."
SBI,Digital Banking,How do I submit Form 15G/H online?,"Log in to Net Banking, go to 'e-Services' > 'Submit 15G/H'. Select the CIF and branch, fill the details, and submit to prevent TDS on interest."
SBI,Digital Banking,What is the 'Positive Pay System' limit?,"For cheques of ₹5 Lakhs and above (optional for ₹50,000+), you must submit cheque details via Net Banking/YONO under 'Positive Pay System' for clearance."
SBI,Security,How do I immediately block my lost SBI debit card?,You can block your card instantly by sending an SMS 'BLOCK <last 4 digits of card>' to 567676 from your registered mobile number.
SBI,Security,How can I block my debit card using the YONO app?,"Log in to YONO, go to 'Service Request' > 'ATM/Debit Card' > 'Block Card'. Select the card and the reason (Lost/Stolen) and confirm."
SBI,Security,What is the toll-free number to block a card?,You can call SBI's dedicated toll-free IVR numbers 1800 11 2211 or 1800 425 3800 and follow the instructions to block your card.
SBI,Security,Can I block my card via Net Banking?,"Yes, log in to onlinesbi.sbi, go to 'e-Services' > 'ATM Card Services' > 'Block ATM Card', select the card, and submit."
SBI,Security,How do I switch off my debit card temporarily without blocking it?,"In YONO or YONO Lite, go to 'Manage Cards'. You can toggle the switch to 'OFF' for all channels (ATM, POS, E-com) to temporarily disable the card."
SBI,Security,What should I do if I receive a fraudulent OTP?,Do not share the OTP with anyone. Immediately change your login password and check if any unauthorized beneficiary has been added.
SBI,Security,How do I report an unauthorized transaction?,Immediately notify the bank via the toll-free number 1-800-11-1109 or report it on the National Cyber Crime Reporting Portal at cybercrime.gov.in or call 1930.
SBI,Security,Where can I report a phishing email received in the name of SBI?,Forward the suspicious email to report.phishing@sbi.co.in and delete it immediately. Do not click on any links.
SBI,Security,How do I lock my Net Banking access if I suspect a hack?,"On the login page of onlinesbi.sbi, click on 'Lock User Access'. Enter your username, account number, and mobile number to lock internet banking access instantly."
SBI,Security,What is the 'Switch On/Off' feature for credit cards?,"In the SBI Card app or YONO, you can switch off specific transaction types (International, Online, Contactless) to prevent misuse if the card is compromised."
SBI,Security,How can I check if my card was used for an international transaction?,You will receive an instant SMS alert for any transaction. You can also check your unbilled transactions in the YONO app or Net Banking.
SBI,Security,What is the safest way to access SBI Net Banking?,Always type 'https://www.onlinesbi.sbi' in the address bar. Never click on links sent via email or SMS claiming to be from SBI.
SBI,Security,How often should I change my Net Banking password?,It is recommended to change your password every 90 days. SBI Net Banking may prompt you to change it periodically for security.
SBI,Security,What is SIM Binding in YONO?,"SIM Binding ensures that the YONO app only works on a device containing the SIM card registered with the bank, preventing remote access fraud."
SBI,Security,Can I block my UPI ID?,"If you suspect UPI fraud, you can de-register your UPI profile in the YONO app or block your mobile banking services via the helpline."
SBI,Security,What should I do if I lose my mobile phone with the registered SIM?,"Immediately contact your telecom operator to block the SIM. Then, contact SBI customer care to disable Mobile Banking and Net Banking services until you get a new SIM."
SBI,Security,How do I report a fake SBI customer care number found on Google?,Report the number to the Cyber Crime portal (1930) and notify SBI at customercare@sbi.co.in. Never call numbers found on random Google searches.
SBI,Security,What is 'Shoulder Surfing' at ATMs?,It is when someone spies on you while entering your PIN. Always cover the keypad with your hand while entering your PIN at ATMs or POS terminals.
SBI,Security,How do I know if an ATM has a skimmer?,"Check the card slot for any wobbly or bulky attachments. If the keypad feels thick or unusual, do not use the machine and report it to the guard."
SBI,Security,Is it safe to use public Wi-Fi for banking?,"No, never use open or public Wi-Fi networks (like at airports or cafes) for banking transactions as they can be easily intercepted by hackers."
SBI,Security,What details should I never share with anyone?,"Never share your PIN, OTP, CVV, Internet Banking Passwords, or UPI PIN with anyone, including bank officials. SBI never asks for these details."
SBI,Security,How do I disable international transactions on my card?,Login to YONO > 'Service Request' > 'ATM/Debit Card' > 'Manage Card'. Select your card and toggle 'International Usage' to OFF.
SBI,Security,What is the 'Positive Pay System' for cheque security?,"For high-value cheques, you submit the details (date, amount, beneficiary) to the bank electronically. If the physical cheque details don't match, the cheque is returned."
SBI,Security,How can I track the status of my fraud complaint?,"If you lodged a complaint via the SBI CMS portal (crcf.sbi.co.in), you can track the status using the ticket number provided to you via SMS/Email."
SBI,Security,What is the limit for contactless (Tap & Pay) transactions without PIN?,"The limit is ₹5,000 per transaction in India. For amounts above this, a PIN is mandatory. You can disable this feature in YONO if you don't use it."
SBI,Security,How do I secure my SBI Card app?,Enable App Lock (Fingerprint/Face ID) and MPIN login. Do not store your MPIN on your phone.
SBI,Security,What is Vishing?,Vishing is voice phishing where fraudsters call pretending to be bank officials to steal your details. SBI never calls to ask for KYC updates or OTPs.
SBI,Security,What is Smishing?,"Smishing is SMS phishing. Fraudsters send SMSs like 'Your account will be blocked, click here to update KYC'. Never click these links."
SBI,Security,Can I unblock a permanently blocked card?,"No, once a card is permanently blocked (hotlisted) due to loss or theft, it cannot be unblocked. You must apply for a replacement card."
SBI,Security,Can I unblock a temporarily disabled card?,"Yes, if you only switched the card 'OFF' via YONO/Net Banking, you can switch it back 'ON' instantly through the same channel."
SBI,Security,How do I enable SMS alerts for all transactions?,"SMS alerts are usually auto-enabled. To ensure you get them for all amounts, visit your branch or check 'High Security Options' in Net Banking."
SBI,Security,What is the maximum liability if I report fraud immediately?,"If you report unauthorized electronic banking transactions immediately (within 3 days), your liability is generally zero as per RBI guidelines."
SBI,Security,How do I verify if a UPI collect request is genuine?,"Genuine refunds or rewards never require you to enter your PIN. If you are asked to enter your PIN to 'receive' money, it is a scam."
SBI,Security,What is the 'Verify App' feature in mobile banking?,SBI apps verify the authenticity of the app signature and ensure no screen-sharing or remote-control apps (like AnyDesk/TeamViewer) are active during login.
SBI,Security,How do I check my login history?,"In Net Banking, click on 'Profile' > 'Login History'. Review the last login date and time. If you see unrecognized activity, change your password immediately."
SBI,Security,What should I do if my card gets stuck in the ATM?,"Do not leave the ATM. Call the bank's helpline immediately. If you must leave, block the card via the App or SMS before walking away."
SBI,Security,How do I set transaction limits to minimize risk?,Use the 'Manage Card' feature in YONO to lower your daily withdrawal and E-commerce limits to a level you are comfortable with.
SBI,Security,Is it safe to save card details on merchant websites?,"It is generally safer to not save card details ('Tokenization' makes it safer now), but for maximum security, enter details manually each time or use UPI."
SBI,Security,What is 'Juice Jacking'?,"It is a cyberattack where charging ports in public places (airports, stations) infect your phone with malware. Use your own charger/power bank."
SBI,Security,How do I identify a secure website?,Look for the padlock icon in the browser address bar and ensure the URL starts with 'https://'.
SBI,Security,What is a 'Mule Account'?,A mule account is used by fraudsters to launder money. Never allow strangers to transfer money into your account for a commission; you could be implicated in a crime.
SBI,Security,How do I stop unwanted international transaction attempts?,"If you see failed attempts for international transactions, immediately disable 'International Usage' on your card via YONO or Net Banking."
SBI,Security,What is the 'kill switch' for UPI?,"Some UPI apps allow you to deregister or disable UPI services instantly. In SBI, blocking Mobile Banking acts as a kill switch."
SBI,Security,How do I report a lost cheque book?,Report it via Net Banking under 'Service Requests' > 'Stop Cheque Payment' (for specific series) or contact the branch to prevent misuse.
SBI,Security,Can I block my credit card if I notice a wrong charge?,"Yes, block it immediately via the SBI Card app or website. You can then raise a dispute for the specific transaction."
SBI,Security,What should I do if I get a call about 'KYC Pending'?,Disconnect the call. Visit your branch or log in to your official Net Banking portal to check your KYC status. Do not share details over the phone.
SBI,Security,How do I protect my Cheque Book?,Keep it in a secure place. Record the details of issued cheques. Destroy spoilt cheques completely.
SBI,Security,What is Two-Factor Authentication (2FA)?,2FA adds a second layer of security (like OTP or Profile Password) along with your login password for authorizing transactions.
SBI,Security,How do I enable biometric login for YONO?,Go to 'Service Request' > 'Settings' > 'Enable Biometrics'. You can then use your fingerprint or Face ID to view balances and make small transactions.
SBI,Security,Is it safe to share my bank account number?,"Sharing just the account number and IFSC for receiving funds is generally safe, but never share the mobile number linked to it along with OTPs."
SBI,Security,What is 'Credential Stuffing'?,It is when hackers use passwords stolen from one site to try and hack your bank account. Always use a unique password for banking.
SBI,Security,How do I report a fake SBI social media account?,Report the profile to the social media platform and send the details to SBI's official handle or email to prevent others from being scammed.
SBI,Loans,What is the current interest rate for SBI Home Loans?,Interest rates for SBI Home Loans are floating and linked to the Repo Rate (EBLR). Rates typically start around 8.50% p.a. depending on your CIBIL score.
SBI,Loans,What is the maximum tenure for a Home Loan?,"You can avail of a repayment tenure of up to 30 years for Home Loans, subject to your retirement age."
SBI,Loans,Does SBI offer concession on Home Loan interest rates for women?,"Yes, SBI often provides a concession of 0.05% (5 bps) on the home loan interest rate if the primary applicant or co-applicant is a woman."
SBI,Loans,What is the eligibility for the PMAY subsidy?,"Under Pradhan Mantri Awas Yojana (PMAY), first-time homebuyers from EWS/LIG/MIG categories may be eligible for an interest subsidy, subject to government extension of the scheme."
SBI,Loans,Can I get a top-up loan on my existing Home Loan?,"Yes, SBI offers a Top-Up Home Loan to existing borrowers with a satisfactory repayment track record, which can be used for personal or professional needs."
SBI,Loans,What is the 'SBI Maxgain' Home Loan?,"SBI Maxgain is an overdraft facility where your surplus funds are parked in the loan account to reduce the principal balance, thereby saving on interest cost."
SBI,Loans,What documents are needed for a salaried person's Home Loan?,"You need 3 months' salary slips, 6 months' bank statements, Form 16/ITR for 2 years, PAN, Aadhaar, and property documents."
SBI,Loans,What is the Pre-EMI interest?,"If your loan is disbursed in stages (for under-construction properties), you pay simple interest on the disbursed amount until the project is completed. This is Pre-EMI interest."
SBI,Loans,How is the EMI calculated?,"EMI is calculated based on the loan amount, interest rate, and tenure. You can use the EMI Calculator on the SBI website to estimate your monthly outflow."
SBI,Loans,What is the processing fee for SBI Home Loans?,"Processing fees vary by campaign. Currently, SBI often runs festive offers with zero processing fees. Otherwise, it is typically around 0.35% of the loan amount plus GST."
SBI,Loans,Can I prepay my Home Loan part-payment?,"Yes, there are no prepayment penalties for floating rate Home Loans. You can make part-payments to reduce your principal and interest burden."
SBI,Loans,What is the SBI Realty Home Loan?,This loan is specifically for purchasing a plot of land for construction of a house. The construction must commence within 5 years of loan sanction.
SBI,Loans,What is the minimum CIBIL score required for a loan?,A CIBIL score of 750 and above is considered healthy and helps you get the lowest interest rates. Scores below 650 may face rejection or higher rates.
SBI,Loans,How much finance can I get for a new car?,"SBI provides financing for up to 90% of the 'On-Road Price' of the car, which includes registration and insurance."
SBI,Loans,What is the maximum repayment period for a Car Loan?,The maximum repayment tenure for an SBI Car Loan is 7 years (84 months).
SBI,Loans,Is there a prepayment penalty for Car Loans?,"No, SBI generally charges zero foreclosure or prepayment penalty for car loans if the account is closed from your own sources after a certain period (usually 1 year)."
